href,item_href,stem,suffix,base_url,folder,product_id,start_date,first_scantime,end_scantime,orbital_nbr,create_datetime,data_origin,data_domain,vflag_file,vflag_href
./SVDNB_npp_d20180901_t0612212_e0617598_b35467_c20180901101801733939_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0612212_e0617598_b35467_c20180901101801733939_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0612212_e0617598_b35467_c20180901101801733939_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0612212,0617598,35467,20180901101801733939,nobc,ops,npp_d20180901_t0612212_e0617598_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0612212_e0617598_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0618011_e0623415_b35467_c20180901102342793238_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0618011_e0623415_b35467_c20180901102342793238_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0618011_e0623415_b35467_c20180901102342793238_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0618011,0623415,35467,20180901102342793238,nobc,ops,npp_d20180901_t0618011_e0623415_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0618011_e0623415_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0623427_e0629231_b35467_c20180901102924842804_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0623427_e0629231_b35467_c20180901102924842804_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0623427_e0629231_b35467_c20180901102924842804_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0623427,0629231,35467,20180901102924842804,nobc,ops,npp_d20180901_t0623427_e0629231_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0623427_e0629231_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0629243_e0635047_b35467_c20180901103506025370_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0629243_e0635047_b35467_c20180901103506025370_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0629243_e0635047_b35467_c20180901103506025370_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0629243,0635047,35467,20180901103506025370,nobc,ops,npp_d20180901_t0629243_e0635047_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0629243_e0635047_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0635059_e0640463_b35467_c20180901104046958440_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0635059_e0640463_b35467_c20180901104046958440_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0635059_e0640463_b35467_c20180901104046958440_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0635059,0640463,35467,20180901104046958440,nobc,ops,npp_d20180901_t0635059_e0640463_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0635059_e0640463_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0640475_e0646279_b35467_c20180901104629031286_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0640475_e0646279_b35467_c20180901104629031286_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0640475_e0646279_b35467_c20180901104629031286_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0640475,0646279,35467,20180901104629031286,nobc,ops,npp_d20180901_t0640475_e0646279_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0640475_e0646279_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0646292_e0652095_b35467_c20180901105210097983_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0646292_e0652095_b35467_c20180901105210097983_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0646292_e0652095_b35467_c20180901105210097983_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0646292,0652095,35467,20180901105210097983,nobc,ops,npp_d20180901_t0646292_e0652095_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0646292_e0652095_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0652108_e0657512_b35467_c20180901105751244346_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0652108_e0657512_b35467_c20180901105751244346_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0652108_e0657512_b35467_c20180901105751244346_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0652108,0657512,35467,20180901105751244346,nobc,ops,npp_d20180901_t0652108_e0657512_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0652108_e0657512_b35467.vflag.co.tif
./SVDNB_npp_d20180901_t0749034_e0754438_b35468_c20180901115444884504_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0749034_e0754438_b35468_c20180901115444884504_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0749034_e0754438_b35468_c20180901115444884504_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0749034,0754438,35468,20180901115444884504,nobc,ops,npp_d20180901_t0749034_e0754438_b35468.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0749034_e0754438_b35468.vflag.co.tif
./SVDNB_npp_d20180901_t0754450_e0800254_b35468_c20180901120027066609_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0754450_e0800254_b35468_c20180901120027066609_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0754450_e0800254_b35468_c20180901120027066609_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0754450,0800254,35468,20180901120027066609,nobc,ops,npp_d20180901_t0754450_e0800254_b35468.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0754450_e0800254_b35468.vflag.co.tif
